date_week,y,x1,x2,holiday_signal
2022-01-01,8.22100541037611,4.956458622512274,12.242917053465288,5.244233986367762e-45
2022-01-02,9.518873093962881,5.082373380605063,12.727683116729935,9.276916192525692e-45
2022-01-03,9.861686718583679,4.9236894914655664,12.467658521520033,1.638439217006888e-44
2022-01-04,9.945085109001594,4.984199126320574,12.275342638095646,2.889097275001157e-44
2022-01-05,10.17824507261428,4.953890630264676,12.408916981342998,5.086266639207121e-44
2022-01-06,10.23318618377272,5.128634282857237,12.667550889119052,8.940076013143309e-44
2022-01-07,10.129940249347376,4.969200125174989,12.43116694022533,1.5688753086691345e-43
2022-01-08,10.165725622500515,5.021746175718709,12.356291698351441,2.7487850079102147e-43
2022-01-09,10.385422938387743,4.989883713061432,12.351278589045862,4.808374084217088e-43
2022-01-10,10.353730427252042,5.155302647658064,12.719689824923382,8.397709572637535e-43
2022-01-11,10.285696799788797,5.083229475032122,12.404118425501672,1.464295011388558e-42
2022-01-12,10.331921238011734,4.9994229639131085,12.589053157269488,2.5491855238784475e-42
2022-01-13,10.29126573884014,5.069335332365349,12.656725665681783,4.430772312412824e-42
2022-01-14,10.2962439974375,4.8865399131863265,12.265541943881352,7.688870592911396e-42
2022-01-15,10.923381453238969,6.481982482023322,14.475228325399266,1.3321428521890183e-41
2022-01-16,10.969938029430402,6.0592094939138565,14.096204566538637,2.304327352353747e-41
2022-01-17,10.787371338688727,5.827310499052292,13.716580066785147,3.9796298511822606e-41
2022-01-18,10.907804409016432,6.155805664016832,14.420989762803904,6.861930476761463e-41
2022-01-19,10.977776354586615,5.746649943055485,14.153354050090732,1.1812860522245609e-40
2022-01-20,10.933370690641,5.7888886435466365,14.064895716350646,2.0303409198415023e-40
2022-01-21,10.994984377566594,6.208686827135558,14.505943335194406,3.4840789510226583e-40
2022-01-22,10.94509898864419,6.029614146124123,14.149256955089628,5.969145111587999e-40
2022-01-23,10.893914942647317,5.74266149788864,13.851372487302893,1.0210368460893815e-39
2022-01-24,10.785978923015035,5.412004406208081,13.643963749980616,1.7437162765154064e-39
2022-01-25,10.547803440763857,4.985471169779187,13.08961122245386,2.973139980316452e-39
2022-01-26,10.379292616797255,4.80104784134289,12.578200694379063,5.061276006811801e-39
2022-01-27,10.656497043058028,5.080486921689075,13.38856894119901,8.602205524933611e-39
2022-01-28,10.446775107691018,4.751378792656882,13.09684131447853,1.4597037932095943e-38
2022-01-29,10.038595386961438,4.43739570801536,12.24129892399767,2.473003821367772e-38
2022-01-30,10.179346310750239,4.4391743981147505,12.387900300067292,4.183020251264183e-38
2022-01-31,10.21379049949089,4.660911030567522,13.206692701040483,7.064155907535231e-38
2022-02-01,10.105630015365888,4.4639129724155975,12.456793846879302,1.1910656859454676e-37
2022-02-02,10.082304990816183,4.329694948589506,12.17850806511995,2.005008781961654e-37
2022-02-03,9.904176682982374,3.8924430494603235,11.759383781842578,3.3697833038871533e-37
2022-02-04,9.659382417853731,3.371847340863911,11.178992253712288,5.65448163676086e-37
2022-02-05,9.455897916964709,3.386300168179593,10.834841570819307,9.473026466521736e-37
2022-02-06,9.311588445118348,3.3949121818740884,10.58341517609674,1.584491202304943e-36
2022-02-07,9.19930004012539,3.384488981285854,10.241844958672479,2.6460377906875848e-36
2022-02-08,9.139805089003662,3.007249486469867,9.95745222744537,4.411714316341668e-36
2022-02-09,8.77326122656859,2.7456623482919547,9.39656752951857,7.343850877682945e-36
